film,NN,5817
movi,NN,2681
charact,NN,1767
time,NN,1523
scene,NN,1332
stori,NN,1042
way,NN,1024
life,NN,984
perform,NN,857
year,NN,826
thing,NN,801
end,NN,765
work,NN,721
man,NN,702
world,NN,641
role,NN,635
star,NN,620
play,NN,602
plot,NN,592
actor,NN,584
effect,NN,580
director,NN,548
peopl,NN,535
love,NN,534
becaus,NN,534
action,NN,520
day,NN,511
part,NN,496
interest,NN,482
act,NN,448
friend,NN,436
fact,NN,428
person,NN,428
look,NN,427
audienc,NN,420
veri,NN,417
place,NN,417
littl,NN,416
moment,NN,410
lot,NN,410
music,NN,404
howev,NN,402
war,NN,399
name,NN,397
comedi,NN,395
show,NN,390
point,NN,387
cast,NN,381
job,NN,376
john,NN,368
famili,NN,364
guy,NN,355
pictur,NN,349
power,NN,338
screen,NN,336
mani,NN,332
use,NN,331
line,NN,330
bit,NN,323
kind,NN,321
dure,NN,320
home,NN,315
men,NNS,312
script,NN,312
tri,NN,309
wife,NN,307
sequenc,NN,301
origin,NN,297
problem,NN,295
begin,NN,294
sens,NNS,294
onli,NN,290
differ,NN,288
night,NN,287
relationship,NN,281
doe,NN,280
hand,NN,276
success,NN,273
death,NN,272
fun,NN,267
hour,NN,267
woman,NN,266
feel,NN,261
reason,NN,260
alien,NN,260
minut,NN,257
girl,NN,254
cours,NNS,251
horror,NN,250
father,NN,244
hollywood,NN,244
question,NN,244
one,NN,242
mother,NN,241
money,NN,239
citi,NN,239
entertain,NN,237
mind,NN,236
case,NN,234
humor,NN,233
wonder,NN,231
town,NN,230
kid,NN,227
eye,NN,226
idea,NN,225
boy,NN,225
product,NN,225
beauti,NN,225
anim,NN,221
support,NN,221
seri,NN,220
word,NN,219
turn,NN,219
book,NN,217
murder,NN,217
side,NN,216
face,NN,215
head,NN,213
group,NN,213
sex,NN,211
jame,NN,210
element,NN,208
shot,NN,207
realli,NN,206
coupl,NN,205
order,NN,204
game,NN,204
brother,NN,203
review,NN,202
rate,NN,202
watch,NN,201
event,NN,201
school,NN,200
voic,NN,199
funni,NN,199
rest,NN,196
matter,NN,195
befor,NN,195
fiction,NN,193
dialogu,NN,192
sinc,NN,190
emot,NN,190
heart,NN,187
view,NN,185
help,NN,184
surpris,NN,184
everyth,NN,183
son,NN,182
viewer,NN,182
becom,NN,182
camera,NN,180
style,NN,180
result,NN,180
fan,NN,179
drama,NN,177
credit,NN,177
start,NN,176
set,NN,176
version,NN,175
move,NN,175
dream,NN,175
jacki,NN,174
goe,NN,174
