film,NN,903
movi,NN,770
time,NN,722
charact,NN,691
scene,NN,594
way,NN,559
stori,NN,506
year,NN,500
perform,NN,489
life,NN,471
thing,NN,471
end,NN,459
work,NN,457
man,NN,413
director,NN,405
play,NN,390
role,NN,387
actor,NN,383
plot,NN,372
peopl,NN,357
world,NN,353
becaus,NN,346
star,NN,345
part,NN,344
day,NN,341
interest,NN,339
effect,NN,334
act,NN,314
fact,NN,309
place,NN,308
love,NN,307
audienc,NN,306
friend,NN,301
look,NN,297
veri,NN,294
lot,NN,288
name,NN,287
littl,NN,284
moment,NN,281
person,NN,280
cast,NN,278
howev,NN,277
action,NN,275
point,NN,273
job,NN,264
screen,NN,259
line,NN,252
mani,NN,249
pictur,NN,243
tri,NN,242
dure,NN,242
use,NN,238
guy,NN,238
show,NN,233
onli,NN,232
kind,NN,232
doe,NN,232
begin,NN,228
bit,NN,226
comedi,NN,225
hand,NN,222
john,NN,219
home,NN,219
differ,NN,218
script,NN,218
success,NN,216
minut,NN,215
problem,NN,213
power,NN,213
wife,NN,212
music,NN,210
sequenc,NN,208
feel,NN,207
reason,NN,206
sens,NNS,205
one,NN,202
famili,NN,199
cours,NNS,198
mind,NN,193
entertain,NN,193
support,NN,192
relationship,NN,192
hour,NN,190
origin,NN,189
fun,NN,188
turn,NN,188
eye,NN,186
night,NN,186
question,NN,185
word,NN,182
product,NN,181
wonder,NN,179
woman,NN,178
men,NNS,175
watch,NN,175
face,NN,173
death,NN,173
rest,NN,172
head,NN,171
side,NN,171
father,NN,170
befor,NN,169
realli,NN,164
idea,NN,163
case,NN,162
humor,NN,162
help,NN,162
money,NN,162
matter,NN,161
hollywood,NN,161
order,NN,160
coupl,NN,160
goe,NN,156
sinc,NN,156
becom,NN,156
surpris,NN,155
beauti,NN,155
ani,NN,155
group,NN,154
move,NN,151
dialogu,NN,151
start,NN,151
mother,NN,151
girl,NN,151
element,NN,150
get,NN,150
review,NN,149
war,NN,149
shot,NN,149
everyth,NN,148
credit,NN,148
jame,NN,148
lead,NN,147
fall,NN,147
base,NN,147
heart,NN,147
boy,NN,146
view,NN,146
kid,NN,145
result,NN,145
rate,NN,145
set,NN,145
involv,NN,143
funni,NN,143
age,NN,142
style,NN,142
emot,NN,142
complet,NN,142
everyon,NN,142
attempt,NN,141
viewer,NN,140
especi,NN,139
hope,NN,138
deal,NN,138
town,NN,138
drama,NN,134
murder,NN,134
piec,NN,134
call,NN,133
camera,NN,133
theater,NN,133
talent,NN,133
event,NN,132
seri,NN,131
creat,NN,130
chang,NN,130
entir,NN,129
son,NN,129
sort,NN,128
brother,NN,128
state,NN,128
quit,NN,127
citi,NN,126
import,NN,126
experi,NN,125
manag,NN,125
school,NN,124
detail,NN,124
book,NN,124
sex,NN,122
fan,NN,122
game,NN,122
believ,NN,122
situat,NN,122
version,NN,121
els,NNS,121
i'v,NN,121
featur,NN,120
hero,NN,120
enjoy,NN,120
laugh,NN,120
whi,NN,120
someth,NN,119
note,NN,118
tale,NN,118
room,NN,118
togeth,NN,118
care,NN,118
level,NN,117
horror,NN,117
someon,NN,117
portray,NN,116
bodi,NN,115
member,NN,115
dream,NN,114
pace,NN,114
number,NN,113
oscar,NN,112
titl,NN,112
everi,NN,112
impress,NN,111
theme,NN,111
screenplay,NN,111
movi,NNS,110
attent,NN,110
genr,NN,110
forc,NN,110
flaw,NN,110
women,NNS,110
share,NN,109
exampl,NN,109
michael,NN,109
voic,NN,109
twist,NN,109
i'm,NN,109
onc,NN,109
car,NN,108
lack,NN,108
sever,NN,108
mean,NN,107
david,NN,106
imag,NN,106
art,NN,105
includ,NN,105
daughter,NN,105
color,NN,105
talk,NN,104
return,NN,104
form,NN,104
chanc,NN,104
focus,NN,104
plan,NN,104
mysteri,NN,103
filmmak,NN,103
william,NN,103
children,NNS,103
violenc,NN,102
decid,NN,102
natur,NN,102
aspect,NN,102
run,NN,102
robert,NN,102
possibl,NN,102
score,NN,101
summer,NN,101
fight,NN,101
parent,NN,101
writer,NN,100
produc,NN,100
team,NN,100
anyth,NN,100
come,NN,99
right,NN,99
perhap,NN,98
charm,NN,98
histori,NN,97
flick,NN,97
career,NN,96
someth,NNS,96
peopl,NNS,96
bill,NN,96
thank,NN,96
fiction,NN,95
offic,NN,94
doubt,NN,94
